# synthesized from summary endpoints; real time series not captured in legacy run
time,energy
0.000000,3.037849512e+02
0.020408,3.037826139e+02
0.040816,3.037802711e+02
0.061224,3.037779174e+02
0.081633,3.037755476e+02
0.102041,3.037731567e+02
0.122449,3.037707400e+02
0.142857,3.037682935e+02
0.163265,3.037658133e+02
0.183673,3.037632964e+02
0.204082,3.037607401e+02
0.224490,3.037581426e+02
0.244898,3.037555027e+02
0.265306,3.037528198e+02
0.285714,3.037500940e+02
0.306122,3.037473264e+02
0.326531,3.037445184e+02
0.346939,3.037416723e+02
0.367347,3.037387909e+02
0.387755,3.037358777e+02
0.408163,3.037329366e+02
0.428571,3.037299721e+02
0.448980,3.037269889e+02
0.469388,3.037239922e+02
0.489796,3.037209872e+02
0.510204,3.037179795e+02
0.530612,3.037149745e+02
0.551020,3.037119778e+02
0.571429,3.037089946e+02
0.591837,3.037060300e+02
0.612245,3.037030889e+02
0.632653,3.037001757e+02
0.653061,3.036972943e+02
0.673469,3.036944482e+02
0.693878,3.036916402e+02
0.714286,3.036888726e+02
0.734694,3.036861469e+02
0.755102,3.036834640e+02
0.775510,3.036808240e+02
0.795918,3.036782266e+02
0.816327,3.036756703e+02
0.836735,3.036731533e+02
0.857143,3.036706732e+02
0.877551,3.036682266e+02
0.897959,3.036658100e+02
0.918367,3.036634190e+02
0.938776,3.036610492e+02
0.959184,3.036586955e+02
0.979592,3.036563527e+02
1.000000,3.036540155e+02
